year,number,date,id_obj,extraordinary,corpus_events_citing,toc_pages_est,corpus_material_pages_est,issue_pages_est
2000,32,2000-04-18,4151,false,2,1,6,48
2000,33,2000-04-21,4195,false,1,1,2,48
2000,34,2000-04-25,4196,false,8,1,16,48
2000,35,2000-04-28,4197,false,1,1,4,48
2000,36,2000-05-02,4198,false,3,1,8,48
2000,37,2000-05-05,4199,false,1,1,2,48
2000,38,2000-05-09,4200,false,0,1,0,48
2000,39,2000-05-12,4201,false,2,1,6,48
2000,40,2000-05-16,4207,false,1,1,4,48
2000,41,2000-05-19,4208,false,0,1,0,48
2000,42,2000-05-23,4209,false,1,1,3,48
2000,43,2000-05-26,4210,false,3,1,10,48
2000,44,2000-05-30,4247,false,0,1,0,48
2000,45,2000-06-02,4248,false,1,1,4,48
2000,46,2000-06-06,4249,false,0,1,0,48
2000,47,2000-06-09,4250,false,2,1,7,48
2000,48,2000-06-13,4251,false,8,1,26,48
2000,49,2000-06-16,4269,false,4,1,10,48
2000,50,2000-06-20,4270,false,2,1,8,48
2000,51,2000-06-23,4284,false,1,1,2,48
2000,52,2000-06-27,4285,false,2,1,7,48
2000,53,2000-06-30,4286,false,2,1,8,48
2000,54,2000-07-04,4287,false,2,1,6,48
2000,55,2000-07-07,4288,false,3,1,7,48
2000,56,2000-07-11,4289,false,0,1,0,48
2000,57,2000-07-14,4290,false,4,1,9,48
2000,58,2000-07-18,4291,false,0,1,0,48
2000,59,2000-07-21,4292,false,1,1,2,48
2000,60,2000-07-21,4293,true,0,1,0,48
2000,61,2000-07-25,4304,false,2,1,8,48
2000,62,2000-07-28,4305,false,2,1,8,48
2000,63,2000-08-01,4310,false,7,1,19,48
2000,64,2000-08-04,4311,false,7,1,18,48
2000,65,2000-08-08,4312,false,4,1,11,48
2000,66,2000-08-11,4313,false,1,1,4,48
2000,67,2000-08-15,4314,false,0,1,0,48
2000,68,2000-08-18,4317,false,0,1,0,48
2000,69,2000-08-22,4318,false,1,1,4,48
2000,70,2000-08-25,4319,false,1,1,4,48
2000,71,2000-08-29,4324,false,0,1,0,48
2000,72,2000-09-01,4325,false,0,1,0,48
2000,73,2000-09-05,4326,false,0,1,0,48
2000,74,2000-09-08,4327,false,0,1,0,48
2000,75,2000-09-12,4334,false,0,1,0,48
2000,76,2000-09-15,4335,false,0,1,0,48
2000,77,2000-09-19,4336,false,0,1,0,48
2000,78,2000-09-26,4337,false,2,1,4,48
2000,79,2000-09-29,4347,false,4,1,12,48
2000,80,2000-10-03,4348,false,1,1,2,48
2000,81,2000-10-06,4349,false,5,1,12,48
2000,82,2000-10-09,4350,true,0,1,0,48
2000,83,2000-10-10,4372,false,4,1,16,48
2000,84,2000-10-13,4373,false,3,1,10,48
2000,85,2000-10-17,4374,false,2,1,6,48
2000,86,2000-10-20,4375,false,2,1,6,48
2000,87,2000-10-24,4376,false,2,1,7,48
2000,88,2000-10-27,4377,false,5,1,18,48
2000,89,2000-10-31,4378,false,4,1,15,48
2000,90,2000-11-03,4379,false,2,1,7,48
2000,91,2000-11-07,4380,false,0,1,0,48
2000,92,2000-11-10,4381,false,7,1,14,48
2000,93,2000-11-14,4382,false,1,1,4,48
2000,94,2000-11-17,4383,false,0,1,0,48
2000,95,2000-11-21,4411,false,3,1,12,48
2000,96,2000-11-24,4412,false,1,1,3,48
2000,97,2000-11-28,4431,false,3,1,8,48
2000,98,2000-12-01,4432,false,7,1,24,48
2000,99,2000-12-05,4436,false,2,1,6,48
2000,100,2000-12-08,4437,false,2,1,7,48
2000,101,2000-12-12,4438,false,1,1,4,48
2000,102,2000-12-15,4439,false,2,1,4,48
2000,103,2000-12-16,4474,true,0,1,0,48
2000,104,2000-12-16,4476,true,0,1,0,48
2000,105,2000-12-19,4477,false,1,1,4,48
2000,106,2000-12-22,4482,false,3,1,10,48
2000,107,2000-12-28,4483,true,4,1,12,48
2000,108,2000-12-29,4484,false,5,1,10,48
2001,1,2001-01-02,3718,false,4,1,8,48
2001,2,2001-01-05,3721,false,1,1,4,48
2001,3,2001-01-09,3724,false,0,1,0,48
2001,4,2001-01-12,3725,false,7,1,23,48
2001,5,2001-01-16,3726,false,1,1,3,48
2001,6,2001-01-19,3727,false,2,1,8,48
2001,7,2001-01-23,3728,false,0,1,0,48
2001,8,2001-01-26,3729,false,5,1,18,48
2001,9,2001-01-30,3730,false,5,1,20,48
2001,10,2001-02-02,3731,false,1,1,4,48
2001,11,2001-02-06,3732,false,3,1,12,48
2001,12,2001-02-09,3733,false,3,1,10,48
2001,13,2001-02-10,3738,true,1,1,4,48
2001,14,2001-02-13,3739,false,0,1,0,48
2001,15,2001-02-16,3740,false,0,1,0,48
2001,16,2001-02-20,3741,false,3,1,11,48
2001,17,2001-02-23,3742,false,3,1,10,48
2001,18,2001-02-27,3743,false,1,1,4,48
2001,19,2001-03-02,3744,false,3,1,10,48
2001,20,2001-03-06,3745,false,1,1,4,48
2001,21,2001-03-07,3746,true,1,1,3,48
2001,22,2001-03-09,3747,false,1,1,2,48
2001,23,2001-03-09,3752,true,0,1,0,48
2001,24,2001-03-13,3753,false,1,1,4,48
2001,25,2001-03-16,3754,false,6,1,12,48
2001,26,2001-03-20,3755,false,3,1,8,48
2001,27,2001-03-21,3756,true,0,1,0,48
2001,28,2001-03-23,3757,false,4,1,12,48
2001,29,2001-03-27,3758,false,0,1,0,48
2001,30,2001-03-28,3759,true,3,1,12,48
2001,31,2001-03-30,3760,false,2,1,7,48
2001,32,2001-04-03,3761,false,1,1,2,48
2001,33,2001-04-04,3762,true,2,1,8,48
2001,34,2001-04-06,3763,false,7,1,14,48
2001,35,2001-04-10,3764,false,3,1,10,48
2001,36,2001-04-12,3765,true,4,1,14,48
2001,37,2001-04-13,3766,false,2,1,6,48
2001,38,2001-04-17,3767,false,2,1,4,48
2001,39,2001-04-18,3768,true,1,1,4,48
2001,40,2001-04-20,3769,false,1,1,4,48
2001,41,2001-04-24,3770,false,16,1,38,48
2001,42,2001-04-27,3771,false,6,1,13,48
2001,43,2001-05-04,3772,false,0,1,0,48
2001,44,2001-05-08,3773,false,4,1,14,48
2001,45,2001-05-11,3774,false,0,1,0,48
2001,46,2001-05-15,3775,false,1,1,4,48
2001,47,2001-05-18,3776,false,0,1,0,48
2001,48,2001-05-22,3777,false,0,1,0,48
2001,49,2001-05-29,3778,false,1,1,4,48
2001,50,2001-06-01,3779,false,3,1,12,48
2001,51,2001-06-05,3780,false,5,1,16,48
2001,52,2001-06-08,3781,false,1,1,4,48
2001,53,2001-06-12,3782,false,3,1,11,48
2001,54,2001-06-15,3783,false,4,1,15,48
2001,55,2001-06-19,3784,false,2,1,8,48
2001,56,2001-06-22,3785,false,0,1,0,48
2001,57,2001-06-26,3786,false,2,1,7,48
2001,58,2001-06-29,3787,false,2,1,7,48
2001,59,2001-07-03,3788,false,2,1,7,48
2001,60,2001-07-06,3789,false,0,1,0,48
2001,61,2001-07-10,3790,false,3,1,10,48
2001,62,2001-07-13,3791,false,5,1,17,48
2001,63,2001-07-17,3792,false,1,1,4,48
2001,64,2001-07-20,3793,false,2,1,8,48
2001,65,2001-07-24,3794,false,2,1,7,48
2001,66,2001-07-27,3795,false,2,1,7,48
2001,67,2001-07-31,3796,false,1,1,4,48
2001,68,2001-08-03,3797,false,4,1,13,48
2001,69,2001-08-07,3798,false,5,1,18,48
2001,70,2001-08-10,3799,false,0,1,0,48
2001,71,2001-08-14,3800,false,1,1,4,48
2001,72,2001-08-17,3801,false,0,1,0,48
2001,73,2001-08-21,3802,false,1,1,3,48
2001,74,2001-08-24,3803,false,2,1,6,48
2001,75,2001-08-28,3804,false,1,1,4,48
2001,76,2001-08-31,3805,false,0,1,0,48
2001,77,2001-09-04,3806,false,0,1,0,48
2001,78,2001-09-11,3807,false,1,1,3,48
2001,79,2001-09-14,3840,false,0,1,0,48
2001,80,2001-09-18,3841,false,0,1,0,48
2001,81,2001-09-21,3842,false,0,1,0,48
2001,82,2001-09-25,3843,false,3,1,12,48
2001,83,2001-09-26,3844,true,0,1,0,48
2001,84,2001-09-28,3845,false,0,1,0,48
2001,85,2001-10-02,3846,false,1,1,4,48
2001,86,2001-10-05,3847,false,1,1,4,48
2001,87,2001-10-09,3848,false,3,1,9,48
2001,88,2001-10-12,3849,false,4,1,12,48
2001,89,2001-10-16,3850,false,0,1,0,48
2001,90,2001-10-19,3851,false,0,1,0,48
2001,91,2001-10-23,3852,false,1,1,3,48
2001,92,2001-10-26,3853,false,1,1,4,48
2001,93,2001-10-30,3886,false,1,1,4,48
2001,94,2001-11-02,3887,false,1,1,3,48
2001,95,2001-11-06,3888,false,0,1,0,48
2001,96,2001-11-09,3889,false,3,1,9,48
2001,97,2001-11-13,3891,false,3,1,7,48
2001,98,2001-11-16,3892,false,2,1,4,48
2001,99,2001-11-20,3896,false,3,1,8,48
2001,100,2001-11-21,3897,true,0,1,0,48
2001,101,2001-11-23,3924,false,4,1,11,48
2001,102,2001-11-27,3925,false,1,1,2,48
2001,103,2001-11-29,3926,true,0,1,0,48
2001,104,2001-11-30,3927,false,1,1,4,48
2001,105,2001-12-04,3945,false,0,1,0,48
2001,106,2001-12-07,3946,false,1,1,4,48
2001,107,2001-12-11,3947,false,4,1,14,48
2001,108,2001-12-14,3948,false,5,1,13,48
2001,109,2001-12-18,3992,false,1,1,2,48
2001,110,2001-12-21,3993,false,4,1,10,48
2001,111,2001-12-28,3994,false,7,1,16,48
2001,112,2001-12-29,3995,true,9,1,22,48
2002,1,2002-01-04,3546,false,5,1,10,48
2002,2,2002-01-08,3547,false,2,1,8,48
2002,3,2002-01-09,3548,true,0,1,0,48
2002,4,2002-01-11,3549,false,3,1,11,48
2002,5,2002-01-14,3550,true,1,1,4,48
2002,6,2002-01-15,3551,false,0,1,0,48
2002,7,2002-01-18,3552,false,1,1,3,48
2002,8,2002-01-22,3553,false,7,1,28,48
2002,9,2002-01-25,3554,false,1,1,3,48
2002,10,2002-01-29,3555,false,1,1,2,48
2002,11,2002-01-31,3556,true,2,1,6,48
2002,12,2002-02-01,3557,false,0,1,0,48
2002,13,2002-02-05,3558,false,1,1,3,48
2002,14,2002-02-07,3559,true,0,1,0,48
2002,15,2002-02-08,3560,false,3,1,12,48
2002,16,2002-02-12,3561,false,2,1,8,48
2002,17,2002-02-13,3562,true,0,1,0,48
2002,18,2002-02-15,3563,false,0,1,0,48
2002,19,2002-02-19,3564,false,6,1,24,48
2002,20,2002-02-22,3565,false,0,1,0,48
2002,21,2002-02-26,3566,false,3,1,11,48
2002,22,2002-02-27,3567,true,0,1,0,48
2002,23,2002-03-01,3568,false,3,1,8,48
2002,24,2002-03-05,3569,false,3,1,11,48
2002,25,2002-03-08,3570,false,4,1,12,48
2002,26,2002-03-12,3571,false,2,1,6,48
2002,27,2002-03-15,3573,false,1,1,3,48
2002,28,2002-03-19,3574,false,12,1,26,48
2002,29,2002-03-20,3575,true,0,1,0,48
2002,30,2002-03-22,3576,false,3,1,12,48
2002,31,2002-03-26,3577,false,0,1,0,48
2002,32,2002-03-29,3578,false,2,1,6,48
2002,33,2002-04-02,3579,false,0,1,0,48
2002,34,2002-04-03,3580,true,0,1,0,48
2002,35,2002-04-05,3581,false,1,1,4,48
2002,36,2002-04-09,3582,false,1,1,4,48
2002,37,2002-04-10,3583,true,0,1,0,48
2002,38,2002-04-12,3584,false,1,1,3,48
2002,39,2002-04-16,3585,false,2,1,7,48
2002,40,2002-04-19,3586,false,2,1,6,48
2002,41,2002-04-23,3587,false,0,1,0,48
2002,42,2002-04-24,3588,true,0,1,0,48
2002,43,2002-04-26,3589,false,4,1,10,48
2002,44,2002-04-29,3590,true,2,1,8,48
2002,45,2002-04-30,3591,false,21,1,42,48
2002,46,2002-05-07,3592,false,5,1,11,48
2002,47,2002-05-10,3594,false,7,1,14,48
2002,48,2002-05-14,3595,false,1,1,4,48
2002,49,2002-05-17,3593,false,1,1,4,48
2002,50,2002-05-18,3596,true,0,1,0,48
2002,51,2002-05-21,3597,false,0,1,0,48
2002,52,2002-05-23,3598,true,0,1,0,48
2002,53,2002-05-28,3599,false,1,1,2,48
2002,54,2002-05-31,3600,false,10,1,24,48
2002,55,2002-06-04,3601,false,3,1,12,48
2002,56,2002-06-07,3602,false,2,1,4,48
2002,57,2002-06-11,3603,false,1,1,4,48
2002,58,2002-06-12,3604,true,0,1,0,48
2002,59,2002-06-14,3605,false,0,1,0,48
2002,60,2002-06-18,3606,false,0,1,0,48
2002,61,2002-06-21,3607,false,3,1,6,48
2002,62,2002-06-25,3608,false,2,1,4,48
2002,63,2002-06-28,3609,false,5,1,12,48
2002,64,2002-07-02,3610,false,2,1,8,48
2002,65,2002-07-05,3611,false,0,1,0,48
2002,66,2002-07-09,3644,false,1,1,2,48
2002,67,2002-07-12,3645,false,2,1,7,48
2002,68,2002-07-16,3646,false,1,1,3,48
2002,69,2002-07-17,3647,true,0,1,0,48
2002,70,2002-07-19,3648,false,1,1,4,48
2002,71,2002-07-23,3649,false,3,1,11,48
2002,72,2002-07-25,3650,true,0,1,0,48
2002,73,2002-07-26,3651,false,0,1,0,48
2002,74,2002-07-30,3652,false,9,1,24,48
2002,75,2002-08-02,3653,false,4,1,8,48
2002,76,2002-08-06,3654,false,5,1,14,48
2002,77,2002-08-09,3655,false,5,1,10,48
2002,78,2002-08-13,3716,false,2,1,4,48
2002,79,2002-08-16,3717,false,2,1,5,48
2002,80,2002-08-20,3719,false,2,1,8,48
2002,81,2002-08-23,3720,false,2,1,7,48
2002,82,2002-08-27,3722,false,2,1,8,48
2002,83,2002-08-30,3723,false,0,1,0,48
2002,84,2002-09-03,3748,false,0,1,0,48
2002,85,2002-09-05,3749,true,1,1,4,48
2002,86,2002-09-10,3750,false,1,1,4,48
2002,87,2002-09-13,3751,false,1,1,4,48
2002,88,2002-09-17,3860,false,0,1,0,48
2002,89,2002-09-20,3861,false,1,1,4,48
2002,90,2002-09-24,3862,false,1,1,2,48
2002,91,2002-09-25,3863,true,7,1,14,48
2002,92,2002-09-27,3864,false,2,1,4,48
2002,93,2002-10-01,3865,false,3,1,6,48
2002,94,2002-10-04,3866,false,1,1,4,48
2002,95,2002-10-08,3880,false,3,1,12,48
2002,96,2002-10-11,3881,false,6,1,18,48
2002,97,2002-10-15,3890,false,2,1,8,48
2002,98,2002-10-18,3893,false,1,1,2,48
2002,99,2002-10-22,3894,false,5,1,12,48
2002,100,2002-10-25,3895,false,1,1,4,48
2002,101,2002-10-29,3920,false,2,1,4,48
2002,102,2002-11-01,3921,false,1,1,2,48
2002,103,2002-11-05,3922,false,2,1,6,48
2002,104,2002-11-06,3923,true,0,1,0,48
2002,105,2002-11-08,3941,false,3,1,10,48
2002,106,2002-11-12,3942,false,0,1,0,48
2002,107,2002-11-15,3943,false,1,1,2,48
2002,108,2002-11-19,3944,false,2,1,8,48
2002,109,2002-11-20,3980,true,0,1,0,48
2002,110,2002-11-22,3981,false,1,1,4,48
2002,111,2002-11-26,3982,false,1,1,4,48
2002,112,2002-11-29,3983,false,3,1,6,48
2002,113,2002-12-03,3984,false,2,1,6,48
2002,114,2002-12-06,3985,false,0,1,0,48
2002,115,2002-12-10,3986,false,7,1,26,48
2002,116,2002-12-13,3987,false,2,1,8,48
2002,117,2002-12-17,3988,false,1,1,4,48
2002,118,2002-12-20,3989,false,3,1,9,48
2002,119,2002-12-27,3990,false,5,1,12,48
2002,120,2002-12-29,3991,true,16,1,32,48
TOTAL,,,,,1542,1583,4827,75984
