pass,law_id,dv_year,dv_number,id_mat,section,title,title_kind,resolver_score,resolver_flags,act_promulgated,reason
title,pravilnik-za-prilagane-na-zakona-za-danak-varhu-dobavenata-stoynost,2004,26,21355,Министерство на финансите,Правилник за изменение и допълнение на Правилника за прилагане на Закона за данък върху добавената стойност,amending,1.000,,2006-09-15,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-danak-varhu-dobavenata-stoynost,2005,32,15194,Министерство на финансите,Правилник за изменение и допълнение на Правилника за прилагане на Закона за данък върху добавената стойност,amending,1.000,,2006-09-15,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-danak-varhu-dobavenata-stoynost,2006,9,1343,Министерство на финансите,Правилник за изменение и допълнение на Правилника за прилагане на Закона за данък върху добавената стойност,amending,1.000,,2006-09-15,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnata-sobstvenost,2004,80,18777,Министерски съвет,"Постановление № 232 от 2 септември 2004 г. за изменение и допълнение на Правилника за прилагане на Закона за държавната собственост, приет с Постановление № 235 на Министерския съвет от 1996 г.",amending,1.000,,2006-09-26,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2003,68,114136,Министерски съвет,Постановление № 160 от 23 юли 2003 г. за приемане на Правилник за прилагане на Закона за държавните помощи,adopting,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2004,59,19748,Министерски съвет,Постановление № 117 от 4 юни 2004 г. за приемане на Правилник за прилагане на Закона за държавните помощи,adopting,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2005,31,15172,Министерски съвет,"Постановление № 57 от 30 март 2005 г. за изменение и допълнение на Правилника за прилагане на Закона за държавните помощи, приет с Постановление № 117 на Министерския съвет от 2004 г.",amending,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2006,30,1671,Министерски съвет,"Постановление № 71 от 3 април 2006 г. за изменение и допълнение на Правилника за прилагане на Закона за държавните помощи, приет с Постановление № 117 на Министерския съвет от 2004 г.",amending,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2007,26,3460,Министерски съвет,Постановление № 61 от 20 март 2007 г. за приемане на Правилник за прилагане на Закона за държавните помощи,adopting,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2007,97,4442,Министерски съвет,"Постановление № 273 от 15 ноември 2007 г. за изменение и допълнение на Правилника за прилагане на Закона за държавните помощи, приет с Постановление № 61 на Министерския съвет от 2007 г.",amending,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-darzhavnite-pomoshti,2009,10,15487,Министерски съвет,"Постановление № 14 от 23 януари 2009 г. за изменение и допълнение на Правилника за прилагане на Закона за държавните помощи, приет с Постановление № 61 на Министерския съвет от 2007 г.",amending,1.000,,2018-08-31,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2003,64,109143,Министерски съвет,Постановление № 151 от 11 юли 2003 г. за приемане на Правилник за прилагане на Закона за физическото възпитание и спорта,adopting,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2008,100,11441,Министерски съвет,"Постановление № 275 от 12 ноември 2008 г. за изменение и допълнение на Правилника за прилагане на Закона за физическото възпитание и спорта, приет с Постановление № 151 на Министерския съвет от 2003 г.",amending,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2011,3,42535,Министерски съвет,"Постановление № 335 от 29 декември 2010 г. за изменение и допълнение на Правилника за прилагане на Закона за физическото възпитание и спорта, приет с Постановление № 151 на Министерския съвет от 2003 г.",amending,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2012,84,69923,Министерски съвет,"Постановление № 265 от 25 октомври 2012 г. за изменение и допълнение на Правилника за прилагане на Закона за физическото възпитание и спорта, приет с Постановление № 151 на Министерския съвет от 2003 г.",amending,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2014,33,84138,Министерски съвет,"Постановление № 77 от 4 април 2014 г. за изменение и допълнение на Правилника за прилагане на Закона за физическото възпитание и спорта, приет с Постановление № 151 на Министерския съвет от 2003 г.",amending,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2015,54,95912,Министерски съвет,"Постановление № 178 от 13 юли 2015 г. за изменение и допълнение на Правилника за прилагане на Закона за физическото възпитание и спорта, приет с Постановление № 151 на Министерския съвет от 2003 г.",amending,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-fizicheskoto-vazpitanie-i-sporta,2017,34,113897,Министерски съвет,"Постановление № 80 от 24 април 2017 г. за изменение и допълнение на Правилника за прилагане на Закона за физическото възпитание и спорта, приет с Постановление № 151 на Министерския съвет от 2003 г.",amending,1.000,,2019-04-12,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-merkite-sreshtu-izpiraneto-na-pari,2003,71,115083,Министерски съвет,"Постановление № 176 от 5 август 2003 г. за допълнение на Правилника за прилагане на Закона за мерките срещу изпирането на пари, приет с Постановление № 223 на Министерския съвет от 1998 г.",amending,1.000,,2019-01-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-merkite-sreshtu-izpiraneto-na-pari,2006,65,2354,Министерски съвет,Постановление № 201 от 1 август 2006 г. за приемане на Правилник за прилагане на Закона за мерките срещу изпирането на пари,adopting,1.000,,2019-01-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-merkite-sreshtu-izpiraneto-na-pari,2007,108,4565,Министерски съвет,"Постановление № 301 от 10 декември 2007 г. за изменение и допълнение на Правилника за прилагане на Закона за мерките срещу изпирането на пари, приет с Постановление № 201 на Министерския съвет от 2006 г.",amending,1.000,,2019-01-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-merkite-sreshtu-izpiraneto-na-pari,2013,27,74123,Министерски съвет,"Постановление № 60 от 7 март 2013 г. за изменение и допълнение на Правилника за прилагане на Закона за мерките срещу изпирането на пари, приет с Постановление № 201 на Министерския съвет от 2006 г.",amending,1.000,,2019-01-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-merkite-sreshtu-izpiraneto-na-pari,2014,101,90370,Министерски съвет,"Постановление № 378 от 2 декември 2014 г. за допълнение на Правилника за прилагане на Закона за мерките срещу изпирането на пари, приет с Постановление № 201 на Министерския съвет от 2006 г.",amending,1.000,,2019-01-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-nasarchavane-na-investitsiite,2004,74,19153,Министерски съвет,Постановление № 213 от 11 август 2004 г. за приемане на Правилник за прилагане на Закона за насърчаване на инвестициите,adopting,1.000,,2007-09-21,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-nasarchavane-na-investitsiite,2005,34,15240,Министерски съвет,Постановление № 66 от 8 април 2005 г. за изменение и допълнение на Правилника за прилагане на Закона за насърчаване на инвестициите,amending,1.000,,2007-09-21,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-obshtestvenite-porachki,2004,84,18722,Министерски съвет,Постановление № 250 от 17 септември 2004 г. за приемане на Правилник за прилагане на Закона за обществените поръчки,adopting,1.000,,2016-04-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-obshtestvenite-porachki,2006,53,2128,Министерски съвет,Постановление № 150 от 21 юни 2006 г. за приемане на Правилник за прилагане на Закона за обществените поръчки,adopting,1.000,,2016-04-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-obshtestvenite-porachki,2011,27,47535,Министерски съвет,"Постановление № 72 от 24 март 2011 г. за допълнение на Правилника за прилагане на Закона за обществените поръчки, приет с Постановление № 150 на Министерския съвет от 2006 г.",amending,1.000,,2016-04-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-obshtestvenite-porachki,2014,104,90732,Министерски съвет,"Постановление № 415 от 15 декември 2014 г. за изменение и допълнение на Правилника за прилагане на Закона за обществените поръчки, приет с Постановление № 150 на Министерския съвет от 2006 г.",amending,1.000,,2016-04-08,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-otbranata-i-vaorazhenite-sili-na-republika-b,2009,44,22118,Министерски съвет,Постановление № 141 от 4 юни 2009 г. за приемане на Правилник за прилагане на Закона за отбраната и въоръжените сили на Република България,adopting,1.000,,2010-03-30,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-regionalnoto-razvitie,2008,80,8568,Министерски съвет,Постановление № 216 от 2 септември 2008 г. за приемане на Правилник за прилагане на Закона за регионалното развитие,adopting,1.000,,2020-08-07,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-regionalnoto-razvitie,2013,97,80163,Министерски съвет,"Постановление № 251 от 1 ноември 2013 г. за изменение на Правилника за прилагане на Закона за регионалното развитие, приет с Постановление № 216 на Министерския съвет от 2008 г.",amending,1.000,,2020-08-07,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-regionalnoto-razvitie,2016,50,105145,Министерски съвет,"Постановление № 153 от 24 юни 2016 г. за изменение и допълнение на Правилника за прилагане на Закона за регионалното развитие, приет с Постановление № 216 на Министерския съвет от 2008 г.",amending,1.000,,2020-08-07,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-voennata-politsiya,2011,63,55821,Министерски съвет,Постановление № 238 от 4 август 2011 г. за приемане на Правилник за прилагане на Закона за военната полиция,adopting,1.000,,2017-06-16,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-zashtita-na-litsa-zastrasheni-vav-vrazka-s-n,2005,75,837,Министерски съвет,"Постановление № 196 от 8 септември 2005 г. за приемане на Правилник за прилагане на Закона за защита на лица, застрашени във връзка с наказателно производство",adopting,1.000,,2018-11-13,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-zashtita-na-litsa-zastrasheni-vav-vrazka-s-n,2008,94,10291,Министерски съвет,"Постановление № 255 от 23 октомври 2008 г. за изменение и допълнение на Правилника за прилагане на Закона за защита на лица, застрашени във връзка с наказателно производство, приет с Постановление № 196 на Министерския съвет от 2005 г.",amending,1.000,,2018-11-13,before_promulgation
title,pravilnik-za-prilagane-na-zakona-za-zashtita-na-litsa-zastrasheni-vav-vrazka-s-n,2015,100,99531,Министерски съвет,"Постановление № 361 от 15 декември 2015 г. за приемане на Правилник за прилагане на Закона за защита на лица, застрашени във връзка с наказателно производство",adopting,1.000,,2018-11-13,before_promulgation
title,pravilnik-za-reda-za-vpisvane-i-vodene-na-tsentralniya-profesionalen-registar-na,2007,65,4054,Камара на строителите в България,Правилник за реда за вписване и водене на Централния професионален регистър на строителя,promulgation,1.000,,2017-12-15,before_promulgation
title,pravilnik-za-reda-za-vpisvane-i-vodene-na-tsentralniya-profesionalen-registar-na,2013,101,80404,Камара на строителите в България,Правилник за реда за вписване и водене на Централния професионален регистър на строителя,promulgation,1.000,,2017-12-15,before_promulgation
title,pravilnik-za-strukturata-organizatsiyata-i-deynostta-na-natsionalniya-savet-za-z,2003,95,123136,Министерски съвет,"Постановление № 232 от 21 октомври 2003 г. за изменение и допълнение на Правилника за структурата, организацията и дейността на Националния съвет за закрила на детето, приет с Постановление № 38 на Министерския съвет от 2001 г.",amending,1.000,,2006-12-27,before_promulgation
title,pravilnik-za-ustroystvoto-funktsiite-i-deynostta-na-darzhavno-predpriyatie-prist,2010,38,32862,"Министерство на транспорта, информационните технологии и съобщенията","Правилник за устройството, функциите и дейността на Държавно предприятие „Пристанищна инфраструктура“",promulgation,1.000,,2011-05-10,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-akademiyata-na-ministerstvoto-na-vatres,2011,40,50255,Министерство на вътрешните работи,Правилник за устройството и дейността на Академията на Министерството на вътрешните работи,promulgation,1.000,,2014-11-07,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-akademiyata-na-ministerstvoto-na-vatres,2014,93,89497,Министерство на вътрешните работи,Правилник за отменяне на Правилника за устройството и дейността на Академията на Министерството на вътрешните работи,repeal,1.000,,2014-11-07,chain_continues
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-fond-zatvorno-de,2003,48,106196,Министерски съвет,"Постановление № 106 от 13 май 2003 г. за приемане на Правилник за устройството и дейността на Държавно предприятие „Фонд затворно дело""",adopting,1.000,,2010-10-12,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-fond-zatvorno-de,2005,95,1088,Министерски съвет,"Постановление № 246 от 18 ноември 2005 г. за допълнение на Правилника за устройството и дейността на Държавно предприятие “Фонд затворно дело”, приет с Постановление № 106 на Министерския съвет от 2003 г.",amending,1.000,,2010-10-12,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-fond-zatvorno-de,2008,80,8621,Министерски съвет,"Постановление № 218 от 4 септември 2008 г. за изменение и допълнение на Правилника за устройството и дейността на Държавно предприятие “Фонд затворно дело”, приет с Постановление № 106 на Министерския съвет от 2003 г.",amending,1.000,,2010-10-12,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-radioaktivni-otp,2010,79,37519,"Министерство на икономиката, енергетиката и туризма",Правилник за устройството и дейността на Държавно предприятие „Радиоактивни отпадъци“,promulgation,1.000,,2025-07-08,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-radioaktivni-otp,2012,61,67296,"Министерство на икономиката, енергетиката и туризма",Правилник за устройството и дейността на Държавно предприятие „Радиоактивни отпадъци“,promulgation,1.000,,2025-07-08,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-radioaktivni-otp,2013,21,73577,"Министерство на икономиката, енергетиката и туризма",Правилник за изменение и допълнение на Правилника за устройството и дейността на Държавно предприятие „Радиоактивни отпадъци“,amending,1.000,,2025-07-08,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-radioaktivni-otp,2014,5,81745,Министерство на икономиката и енергетиката,Правилник за устройството и дейността на Държавно предприятие „Радиоактивни отпадъци“,promulgation,1.000,,2025-07-08,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-darzhavno-predpriyatie-radioaktivni-otp,2018,85,130665,Министерство на енергетиката,Правилник за устройството и дейността на Държавно предприятие „Радиоактивни отпадъци“,promulgation,1.000,,2025-07-08,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-direktsiite-na-natsionalnite-parkove,2009,92,26858,Министерство на околната среда и водите,Правилник за изменение и допълнение на Правилника за устройството и дейността на дирекциите на националните паркове,amending,1.000,,2013-03-19,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-direktsiite-na-natsionalnite-parkove,2011,103,59697,Министерство на околната среда и водите,Правилник за изменение и допълнение на Правилника за устройството и дейността на дирекциите на националните паркове,amending,1.000,,2013-03-19,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-direktsiite-na-natsionalnite-parkove,2012,29,63257,Министерство на околната среда и водите,Правилник за допълнение на Правилника за устройството и дейността на дирекциите на националните паркове,amending,1.000,,2013-03-19,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-garantsionniya-fond,2004,31,21242,Комисия за финансов надзор,Правилник за устройството и дейността на Гаранционния фонд,promulgation,1.000,,2021-08-27,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-garantsionniya-fond,2005,20,15001,Комисия за финансов надзор,Правилник за устройството и дейността на Гаранционния фонд,promulgation,1.000,,2021-08-27,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-garantsionniya-fond,2006,74,2515,Комисия за финансов надзор,Правилник за устройството и дейността на Гаранционния фонд,promulgation,1.000,,2021-08-27,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-garantsionniya-fond,2007,40,3673,Комисия за финансов надзор,Правилник за изменение и допълнение на Правилника за устройството и дейността на Гаранционния фонд,amending,1.000,,2021-08-27,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-garantsionniya-fond,2009,6,14293,Комисия за финансов надзор,Правилник за изменение и допълнение на Правилника за устройството и дейността на Гаранционния фонд,amending,1.000,,2021-08-27,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-informatsionniya-tsentar-na-ministerstv,2014,13,82485,Министерство на отбраната,Правилник за устройството и дейността на Информационния център на Министерството на отбраната,promulgation,1.000,,2024-03-01,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-informatsionniya-tsentar-na-ministerstv,2015,44,95132,Министерство на отбраната,Правилник за устройството и дейността на Информационния център на Министерството на отбраната,promulgation,1.000,,2024-03-01,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-informatsionniya-tsentar-na-ministerstv,2017,71,117417,Министерство на отбраната,Правилник за изменение и допълнение на Правилника за устройството и дейността на Информационния център на Министерството на отбраната,amending,1.000,,2024-03-01,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-informatsionniya-tsentar-na-ministerstv,2019,23,135616,Министерство на отбраната,Правилник за устройството и дейността на Информационния център на Министерството на отбраната,promulgation,1.000,,2024-03-01,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-informatsionniya-tsentar-na-ministerstv,2022,10,168571,Министерство на отбраната,Правилник за изменение и допълнение на Правилника за устройството и дейността на Информационния център на Министерството на отбраната,amending,1.000,,2024-03-01,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-informatsionniya-tsentar-na-ministerstv,2022,78,178390,Министерство на отбраната,Правилник за изменение и допълнение на Правилника за устройството и дейността на Информационния център на Министерството на отбраната,amending,1.000,,2024-03-01,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-instituta-po-psihologiya-na-ministerstv,2016,44,104294,Министерство на вътрешните работи,Правилник за устройството и дейността на Института по психология на Министерството на вътрешните работи,promulgation,1.000,,2025-03-14,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-instituta-po-psihologiya-na-ministerstv,2018,16,122866,Министерство на вътрешните работи,Правилник за устройството и дейността на Института по психология на Министерството на вътрешните работи,promulgation,1.000,,2025-03-14,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-instituta-po-psihologiya-na-ministerstv,2021,7,155189,Министерство на вътрешните работи,Правилник за устройството и дейността на Института по психология на Министерството на вътрешните работи,promulgation,1.000,,2025-03-14,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-komendantstvo-mo,2010,89,39473,Министерство на отбраната,Правилник за устройството и дейността на Комендантство – МО,promulgation,1.000,,2011-06-21,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-komisiyata-za-finansov-nadzor-i-na-neyn,2016,67,106817,Комисия за финансов надзор,Правилник за устройството и дейността на Комисията за финансов надзор и на нейната администрация,promulgation,1.000,,2017-07-04,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-muzey-boris-hristov-sofiya,2012,39,64543,Министерство на културата,Правилник за устройството и дейността на музей „Борис Христов“ – София,promulgation,1.000,,2016-07-08,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-sluzhba-za-saveti-v-zemed,2006,58,2232,Министерство на земеделието и горите,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната служба за съвети в земеделието,amending,1.000,,2022-03-29,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-sluzhba-za-saveti-v-zemed,2008,79,8510,Министерство на земеделието и храните,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната служба за съвети в земеделието,amending,1.000,,2022-03-29,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-sluzhba-za-saveti-v-zemed,2009,35,20105,Министерство на земеделието и храните,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната служба за съвети в земеделието,amending,1.000,,2022-03-29,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-sluzhba-za-saveti-v-zemed,2011,78,57117,Министерство на земеделието и храните,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната служба за съвети в земеделието,amending,1.000,,2022-03-29,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-sluzhba-za-saveti-v-zemed,2012,65,67852,Министерство на земеделието и храните,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната служба за съвети в земеделието,amending,1.000,,2022-03-29,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-sluzhba-za-saveti-v-zemed,2015,34,94309,Министерство на земеделието и храните,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната служба за съвети в земеделието,amending,1.000,,2022-03-29,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2003,9,100334,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2003,49,106207,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2004,60,19773,Национална здравноосигурителна каса,Правилник за допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2005,59,622,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2010,27,31667,Национална здравноосигурителна каса,Правилник за устройството и дейността на Националната здравноосигурителна каса,promulgation,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2010,75,37050,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2011,7,43141,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2012,53,66384,Национална здравноосигурителна каса,Правилник за устройството и дейността на Националната здравноосигурителна каса,promulgation,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2013,68,77883,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2013,79,78626,Национална здравноосигурителна каса,Правилник за устройството и дейността на Националната здравноосигурителна каса,promulgation,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalnata-zdravnoosiguritelna-kasa,2018,104,132689,Национална здравноосигурителна каса,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националната здравноосигурителна каса,amending,1.000,,2019-03-05,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-dvorets-na-detsata,2004,77,19124,Министерство на образованието и науката,Правилник за устройството и дейността на Националния дворец на децата,promulgation,1.000,,2017-02-24,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-dvorets-na-detsata,2011,29,47935,"Министерство на образованието, младежта и науката",Правилник за допълнение на Правилника за устройството и дейността на Националния дворец на децата,amending,1.000,,2017-02-24,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2003,35,104481,Министерство на труда и социалната политика,Правилник за устройството и дейността на Националния институт за помирение и арбитраж,promulgation,1.000,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2005,29,15153,Министерство на труда и социалната политика,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националния институт за помирение и арбитраж,amending,1.000,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2010,20,30691,Министерство на труда и социалната политика,Правилник за изменение на Правилника за устройството и дейността на Националния институт по помирение и арбитраж,amending,0.976,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2012,29,63350,Министерство на труда и социалната политика,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националния институт за помирение и арбитраж,amending,1.000,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2012,59,67038,Министерство на труда и социалната политика,Правилник за изменение на Правилника за устройството и дейността на Националния институт за помирение и арбитраж,amending,1.000,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2013,95,79949,Министерство на труда и социалната политика,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националния институт за помирение и арбитраж,amending,1.000,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-institut-za-pomirenie-i-a,2014,39,84568,Министерство на труда и социалната политика,Правилник за изменение на Правилника за устройството и дейността на Националния институт за помирение и арбитраж,amending,1.000,,2022-07-23,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-meditsinski-koordinatsion,2004,94,18562,Министерство на здравеопазването,Правилник за устройството и дейността на Националния медицински координационен център,promulgation,1.000,,2006-10-06,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-tsentar-po-obshtestveno-z,2011,61,55717,Министерство на здравеопазването,Правилник за устройството и дейността на Националния център по обществено здраве и анализи,promulgation,1.000,,2015-07-17,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-tsentar-po-obshtestveno-z,2014,66,87019,Министерство на здравеопазването,Правилник за изменение и допълнение на Правилника за устройството и дейността на Националния център по обществено здраве и анализи,amending,1.000,,2015-07-17,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-tsentar-po-radiobiologiya,2005,35,15289,Министерство на здравеопазването,Правилник за устройството и дейността на Националния център по радиобиология и радиационна защита,promulgation,1.000,,2017-03-10,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-tsentar-po-zarazni-i-para,2005,36,15303,Министерство на здравеопазването,Правилник за устройството и дейността на Националния център по заразни и паразитни болести,promulgation,1.000,,2025-07-15,before_promulgation
title,pravilnik-za-ustroystvoto-i-deynostta-na-natsionalniya-tsentar-za-informatsiya-i,2005,22,15026,Министерство на образованието и науката,Правилник за устройството и дейността на Националния център за информация и документация,promulgation,1.000,,2024-09-17,before_promulgation
